CHROM	FRAG_START	FRAG_STOP	STRAND	DESCRIPTION	MODEL
Chr1	480921	483163	+	"ID=AT1G02390.1-Protein;Name=AT1G02390.1;Derives_from=AT1G02390.1"	AT1G02390.1
Chr1	483764	483919	-	"ID=AT1G02391.1-Protein;Name=AT1G02391.1;Derives_from=AT1G02391.1"	AT1G02391.1
Chr1	486964	489391	+	"ID=AT1G02400.1-Protein;Name=AT1G02400.1;Derives_from=AT1G02400.1"	AT1G02400.1
Chr1	490093	490497	-	"ID=AT1G02405.1-Protein;Name=AT1G02405.1;Derives_from=AT1G02405.1"	AT1G02405.1
Chr1	491300	492762	+	"ID=AT1G02410.1-Protein;Name=AT1G02410.1;Derives_from=AT1G02410.1"	AT1G02410.1
Chr1	493683	495158	+	"ID=AT1G02420.1-Protein;Name=AT1G02420.1;Derives_from=AT1G02420.1"	AT1G02420.1
Chr1	495175	496062	-	"ID=AT1G02430.1-Protein;Name=AT1G02430.1;Derives_from=AT1G02430.1"	AT1G02430.1
Chr1	496586	497479	-	"ID=AT1G02440.1-Protein;Name=AT1G02440.1;Derives_from=AT1G02440.1"	AT1G02440.1
Chr1	498052	498480	-	"ID=AT1G02450.1-Protein;Name=AT1G02450.1;Derives_from=AT1G02450.1"	AT1G02450.1
Chr1	504897	507099	-	"ID=AT1G02460.1-Protein;Name=AT1G02460.1;Derives_from=AT1G02460.1"	AT1G02460.1
Chr1	511916	513573	-	"ID=AT1G02470.1-Protein;Name=AT1G02470.1;Derives_from=AT1G02470.1"	AT1G02470.1
Chr1	511916	513573	-	"ID=AT1G02470.2-Protein;Name=AT1G02470.2;Derives_from=AT1G02470.2"	AT1G02470.2
Chr1	514110	515331	-	"ID=AT1G02475.1-Protein;Name=AT1G02475.1;Derives_from=AT1G02475.1"	AT1G02475.1
Chr1	516618	516734	+	"ID=AT1G02490.1-Protein;Name=AT1G02490.1;Derives_from=AT1G02490.1"	AT1G02490.1
Chr1	519037	520218	+	"ID=AT1G02500.1-Protein;Name=AT1G02500.1;Derives_from=AT1G02500.1"	AT1G02500.1
Chr1	519037	520218	+	"ID=AT1G02500.2-Protein;Name=AT1G02500.2;Derives_from=AT1G02500.2"	AT1G02500.2
Chr1	520687	521626	-	"ID=AT1G02510.1-Protein;Name=AT1G02510.1;Derives_from=AT1G02510.1"	AT1G02510.1
Chr1	524134	528745	+	"ID=AT1G02520.1-Protein;Name=AT1G02520.1;Derives_from=AT1G02520.1"	AT1G02520.1
Chr1	529836	534542	+	"ID=AT1G02530.1-Protein;Name=AT1G02530.1;Derives_from=AT1G02530.1"	AT1G02530.1
Chr1	534827	535699	-	"ID=AT1G02540.1-Protein;Name=AT1G02540.1;Derives_from=AT1G02540.1"	AT1G02540.1
Chr1	536483	537211	+	"ID=AT1G02550.1-Protein;Name=AT1G02550.1;Derives_from=AT1G02550.1"	AT1G02550.1
Chr1	538000	539805	+	"ID=AT1G02560.1-Protein;Name=AT1G02560.1;Derives_from=AT1G02560.1"	AT1G02560.1
Chr1	541380	542216	+	"ID=AT1G02570.1-Protein;Name=AT1G02570.1;Derives_from=AT1G02570.1"	AT1G02570.1
Chr1	543153	543983	+	"ID=AT1G02575.1-Protein;Name=AT1G02575.1;Derives_from=AT1G02575.1"	AT1G02575.1
Chr1	544796	548994	+	"ID=AT1G02580.1-Protein;Name=AT1G02580.1;Derives_from=AT1G02580.1"	AT1G02580.1
Chr1	552138	552761	-	"ID=AT1G02590.1-Protein;Name=AT1G02590.1;Derives_from=AT1G02590.1"	AT1G02590.1
Chr1	553181	555854	-	"ID=AT1G02610.1-Protein;Name=AT1G02610.1;Derives_from=AT1G02610.1"	AT1G02610.1
Chr1	557092	557668	+	"ID=AT1G02620.1-Protein;Name=AT1G02620.1;Derives_from=AT1G02620.1"	AT1G02620.1
Chr1	561007	562382	-	"ID=AT1G02630.1-Protein;Name=AT1G02630.1;Derives_from=AT1G02630.1"	AT1G02630.1
Chr1	561007	562382	-	"ID=AT1G02630.2-Protein;Name=AT1G02630.2;Derives_from=AT1G02630.2"	AT1G02630.2
Chr1	564293	567580	+	"ID=AT1G02640.1-Protein;Name=AT1G02640.1;Derives_from=AT1G02640.1"	AT1G02640.1
Chr1	568704	570418	+	"ID=AT1G02650.1-Protein;Name=AT1G02650.1;Derives_from=AT1G02650.1"	AT1G02650.1
Chr1	572187	574746	-	"ID=AT1G02660.1-Protein;Name=AT1G02660.1;Derives_from=AT1G02660.1"	AT1G02660.1
Chr1	576046	580299	+	"ID=AT1G02670.1-Protein;Name=AT1G02670.1;Derives_from=AT1G02670.1"	AT1G02670.1
Chr1	581084	581919	+	"ID=AT1G02680.1-Protein;Name=AT1G02680.1;Derives_from=AT1G02680.1"	AT1G02680.1
Chr1	584397	587036	+	"ID=AT1G02690.1-Protein;Name=AT1G02690.1;Derives_from=AT1G02690.1"	AT1G02690.1
Chr1	584397	587036	+	"ID=AT1G02690.2-Protein;Name=AT1G02690.2;Derives_from=AT1G02690.2"	AT1G02690.2
Chr1	588367	589232	+	"ID=AT1G02700.1-Protein;Name=AT1G02700.1;Derives_from=AT1G02700.1"	AT1G02700.1
Chr1	589706	589996	-	"ID=AT1G02710.1-Protein;Name=AT1G02710.1;Derives_from=AT1G02710.1"	AT1G02710.1
Chr1	592115	593200	+	"ID=AT1G02720.1-Protein;Name=AT1G02720.1;Derives_from=AT1G02720.1"	AT1G02720.1
Chr1	592115	593200	+	"ID=AT1G02720.2-Protein;Name=AT1G02720.2;Derives_from=AT1G02720.2"	AT1G02720.2
Chr1	594697	598473	-	"ID=AT1G02730.1-Protein;Name=AT1G02730.1;Derives_from=AT1G02730.1"	AT1G02730.1
Chr1	599734	602021	-	"ID=AT1G02740.1-Protein;Name=AT1G02740.1;Derives_from=AT1G02740.1"	AT1G02740.1
Chr1	602673	604134	+	"ID=AT1G02750.1-Protein;Name=AT1G02750.1;Derives_from=AT1G02750.1"	AT1G02750.1
Chr1	602673	604134	+	"ID=AT1G02750.2-Protein;Name=AT1G02750.2;Derives_from=AT1G02750.2"	AT1G02750.2
Chr1	605071	606624	-	"ID=AT1G02770.1-Protein;Name=AT1G02770.1;Derives_from=AT1G02770.1"	AT1G02770.1
Chr1	608120	609391	-	"ID=AT1G02780.1-Protein;Name=AT1G02780.1;Derives_from=AT1G02780.1"	AT1G02780.1
Chr1	610681	612225	-	"ID=AT1G02790.1-Protein;Name=AT1G02790.1;Derives_from=AT1G02790.1"	AT1G02790.1
Chr1	613386	616103	-	"ID=AT1G02800.1-Protein;Name=AT1G02800.1;Derives_from=AT1G02800.1"	AT1G02800.1
Chr1	618284	620333	+	"ID=AT1G02810.1-Protein;Name=AT1G02810.1;Derives_from=AT1G02810.1"	AT1G02810.1
Chr1	620773	621222	+	"ID=AT1G02813.1-Protein;Name=AT1G02813.1;Derives_from=AT1G02813.1"	AT1G02813.1
Chr1	621637	622137	+	"ID=AT1G02816.1-Protein;Name=AT1G02816.1;Derives_from=AT1G02816.1"	AT1G02816.1
Chr1	623933	624304	-	"ID=AT1G02820.1-Protein;Name=AT1G02820.1;Derives_from=AT1G02820.1"	AT1G02820.1
Chr1	625145	625608	-	"ID=AT1G02830.1-Protein;Name=AT1G02830.1;Derives_from=AT1G02830.1"	AT1G02830.1
Chr1	626918	629583	+	"ID=AT1G02840.1-Protein;Name=AT1G02840.1;Derives_from=AT1G02840.1"	AT1G02840.1
Chr1	626918	628995	+	"ID=AT1G02840.2-Protein;Name=AT1G02840.2;Derives_from=AT1G02840.2"	AT1G02840.2
Chr1	626918	629583	+	"ID=AT1G02840.3-Protein;Name=AT1G02840.3;Derives_from=AT1G02840.3"	AT1G02840.3
Chr1	630569	633085	+	"ID=AT1G02850.1-Protein;Name=AT1G02850.1;Derives_from=AT1G02850.1"	AT1G02850.1
Chr1	630569	633085	+	"ID=AT1G02850.2-Protein;Name=AT1G02850.2;Derives_from=AT1G02850.2"	AT1G02850.2
Chr1	630569	633085	+	"ID=AT1G02850.3-Protein;Name=AT1G02850.3;Derives_from=AT1G02850.3"	AT1G02850.3
Chr1	630569	633085	+	"ID=AT1G02850.4-Protein;Name=AT1G02850.4;Derives_from=AT1G02850.4"	AT1G02850.4
Chr1	630569	633085	+	"ID=AT1G02850.5-Protein;Name=AT1G02850.5;Derives_from=AT1G02850.5"	AT1G02850.5
Chr1	635474	637083	+	"ID=AT1G02860.1-Protein;Name=AT1G02860.1;Derives_from=AT1G02860.1"	AT1G02860.1
Chr1	635474	637083	+	"ID=AT1G02860.2-Protein;Name=AT1G02860.2;Derives_from=AT1G02860.2"	AT1G02860.2
Chr1	637401	638603	-	"ID=AT1G02870.1-Protein;Name=AT1G02870.1;Derives_from=AT1G02870.1"	AT1G02870.1
Chr1	643063	643972	-	"ID=AT1G02880.1-Protein;Name=AT1G02880.1;Derives_from=AT1G02880.1"	AT1G02880.1
Chr1	643063	644476	-	"ID=AT1G02880.2-Protein;Name=AT1G02880.2;Derives_from=AT1G02880.2"	AT1G02880.2
Chr1	643063	644485	-	"ID=AT1G02880.3-Protein;Name=AT1G02880.3;Derives_from=AT1G02880.3"	AT1G02880.3
Chr1	643063	643921	-	"ID=AT1G02880.4-Protein;Name=AT1G02880.4;Derives_from=AT1G02880.4"	AT1G02880.4
Chr1	645372	651797	-	"ID=AT1G02890.1-Protein;Name=AT1G02890.1;Derives_from=AT1G02890.1"	AT1G02890.1
Chr1	645372	651797	-	"ID=AT1G02890.2-Protein;Name=AT1G02890.2;Derives_from=AT1G02890.2"	AT1G02890.2
Chr1	653976	654338	-	"ID=AT1G02900.1-Protein;Name=AT1G02900.1;Derives_from=AT1G02900.1"	AT1G02900.1
Chr1	655749	658125	-	"ID=AT1G02910.1-Protein;Name=AT1G02910.1;Derives_from=AT1G02910.1"	AT1G02910.1
Chr1	658886	659705	-	"ID=AT1G02920.1-Protein;Name=AT1G02920.1;Derives_from=AT1G02920.1"	AT1G02920.1
Chr1	661363	662191	-	"ID=AT1G02930.1-Protein;Name=AT1G02930.1;Derives_from=AT1G02930.1"	AT1G02930.1
Chr1	661363	662191	-	"ID=AT1G02930.2-Protein;Name=AT1G02930.2;Derives_from=AT1G02930.2"	AT1G02930.2
Chr1	663079	664128	-	"ID=AT1G02940.1-Protein;Name=AT1G02940.1;Derives_from=AT1G02940.1"	AT1G02940.1
Chr1	665308	666420	-	"ID=AT1G02950.1-Protein;Name=AT1G02950.1;Derives_from=AT1G02950.1"	AT1G02950.1
Chr1	665308	666420	-	"ID=AT1G02950.2-Protein;Name=AT1G02950.2;Derives_from=AT1G02950.2"	AT1G02950.2
Chr1	665308	666420	-	"ID=AT1G02950.3-Protein;Name=AT1G02950.3;Derives_from=AT1G02950.3"	AT1G02950.3
Chr1	665308	666244	-	"ID=AT1G02950.4-Protein;Name=AT1G02950.4;Derives_from=AT1G02950.4"	AT1G02950.4
Chr1	667002	669773	-	"ID=AT1G02960.1-Protein;Name=AT1G02960.1;Derives_from=AT1G02960.1"	AT1G02960.1
Chr1	667002	669773	-	"ID=AT1G02960.2-Protein;Name=AT1G02960.2;Derives_from=AT1G02960.2"	AT1G02960.2
Chr1	667325	669773	-	"ID=AT1G02960.3-Protein;Name=AT1G02960.3;Derives_from=AT1G02960.3"	AT1G02960.3
Chr1	671661	672814	-	"ID=AT1G02965.1-Protein;Name=AT1G02965.1;Derives_from=AT1G02965.1"	AT1G02965.1
Chr1	673408	676127	+	"ID=AT1G02970.1-Protein;Name=AT1G02970.1;Derives_from=AT1G02970.1"	AT1G02970.1
Chr1	677869	681212	+	"ID=AT1G02980.1-Protein;Name=AT1G02980.1;Derives_from=AT1G02980.1"	AT1G02980.1
Chr1	683065	686884	-	"ID=AT1G02990.1-Protein;Name=AT1G02990.1;Derives_from=AT1G02990.1"	AT1G02990.1
Chr1	681724	686884	-	"ID=AT1G02990.2-Protein;Name=AT1G02990.2;Derives_from=AT1G02990.2"	AT1G02990.2
Chr1	681724	686996	-	"ID=AT1G02990.3-Protein;Name=AT1G02990.3;Derives_from=AT1G02990.3"	AT1G02990.3
Chr1	688057	692453	-	"ID=AT1G03000.1-Protein;Name=AT1G03000.1;Derives_from=AT1G03000.1"	AT1G03000.1
Chr1	693480	696188	+	"ID=AT1G03010.1-Protein;Name=AT1G03010.1;Derives_from=AT1G03010.1"	AT1G03010.1
Chr1	698207	698515	-	"ID=AT1G03020.1-Protein;Name=AT1G03020.1;Derives_from=AT1G03020.1"	AT1G03020.1
Chr1	699121	699246	+	"ID=AT1G03022.1-Protein;Name=AT1G03022.1;Derives_from=AT1G03022.1"	AT1G03022.1
Chr1	701621	703568	+	"ID=AT1G03030.1-Protein;Name=AT1G03030.1;Derives_from=AT1G03030.1"	AT1G03030.1
Chr1	704279	706457	-	"ID=AT1G03040.1-Protein;Name=AT1G03040.1;Derives_from=AT1G03040.1"	AT1G03040.1
Chr1	704279	706457	-	"ID=AT1G03040.2-Protein;Name=AT1G03040.2;Derives_from=AT1G03040.2"	AT1G03040.2
Chr1	707726	709860	+	"ID=AT1G03050.1-Protein;Name=AT1G03050.1;Derives_from=AT1G03050.1"	AT1G03050.1
Chr1	710102	711763	-	"ID=AT1G03055.1-Protein;Name=AT1G03055.1;Derives_from=AT1G03055.1"	AT1G03055.1
Chr1	710912	711763	-	"ID=AT1G03055.2-Protein;Name=AT1G03055.2;Derives_from=AT1G03055.2"	AT1G03055.2
Chr1	712971	726891	-	"ID=AT1G03060.1-Protein;Name=AT1G03060.1;Derives_from=AT1G03060.1"	AT1G03060.1
Chr1	730148	731379	+	"ID=AT1G03070.1-Protein;Name=AT1G03070.1;Derives_from=AT1G03070.1"	AT1G03070.1
Chr1	730148	731379	+	"ID=AT1G03070.2-Protein;Name=AT1G03070.2;Derives_from=AT1G03070.2"	AT1G03070.2
Chr1	731794	737332	-	"ID=AT1G03080.1-Protein;Name=AT1G03080.1;Derives_from=AT1G03080.1"	AT1G03080.1
Chr1	739715	743819	+	"ID=AT1G03090.1-Protein;Name=AT1G03090.1;Derives_from=AT1G03090.1"	AT1G03090.1
Chr1	739715	743819	+	"ID=AT1G03090.2-Protein;Name=AT1G03090.2;Derives_from=AT1G03090.2"	AT1G03090.2
Chr1	744026	746407	-	"ID=AT1G03100.1-Protein;Name=AT1G03100.1;Derives_from=AT1G03100.1"	AT1G03100.1
Chr1	747219	747955	+	"ID=AT1G03103.1-Protein;Name=AT1G03103.1;Derives_from=AT1G03103.1"	AT1G03103.1
Chr1	748442	748639	-	"ID=AT1G03106.1-Protein;Name=AT1G03106.1;Derives_from=AT1G03106.1"	AT1G03106.1
Chr1	749359	751796	+	"ID=AT1G03110.1-Protein;Name=AT1G03110.1;Derives_from=AT1G03110.1"	AT1G03110.1
Chr1	752271	753140	+	"ID=AT1G03120.1-Protein;Name=AT1G03120.1;Derives_from=AT1G03120.1"	AT1G03120.1
Chr1	753528	754142	-	"ID=AT1G03130.1-Protein;Name=AT1G03130.1;Derives_from=AT1G03130.1"	AT1G03130.1
Chr1	754471	756223	-	"ID=AT1G03140.1-Protein;Name=AT1G03140.1;Derives_from=AT1G03140.1"	AT1G03140.1
Chr1	756461	758441	+	"ID=AT1G03150.1-Protein;Name=AT1G03150.1;Derives_from=AT1G03150.1"	AT1G03150.1
Chr1	761321	766053	+	"ID=AT1G03160.1-Protein;Name=AT1G03160.1;Derives_from=AT1G03160.1"	AT1G03160.1
Chr1	761321	765091	+	"ID=AT1G03160.2-Protein;Name=AT1G03160.2;Derives_from=AT1G03160.2"	AT1G03160.2
Chr1	769805	770527	+	"ID=AT1G03170.1-Protein;Name=AT1G03170.1;Derives_from=AT1G03170.1"	AT1G03170.1
Chr1	773543	775179	+	"ID=AT1G03180.1-Protein;Name=AT1G03180.1;Derives_from=AT1G03180.1"	AT1G03180.1
Chr1	773989	775179	+	"ID=AT1G03180.2-Protein;Name=AT1G03180.2;Derives_from=AT1G03180.2"	AT1G03180.2
Chr1	775822	779863	+	"ID=AT1G03190.1-Protein;Name=AT1G03190.1;Derives_from=AT1G03190.1"	AT1G03190.1
Chr1	775822	779863	+	"ID=AT1G03190.2-Protein;Name=AT1G03190.2;Derives_from=AT1G03190.2"	AT1G03190.2
Chr1	780755	781124	+	"ID=AT1G03200.1-Protein;Name=AT1G03200.1;Derives_from=AT1G03200.1"	AT1G03200.1
Chr1	782948	784240	+	"ID=AT1G03210.1-Protein;Name=AT1G03210.1;Derives_from=AT1G03210.1"	AT1G03210.1
Chr1	787143	788444	+	"ID=AT1G03220.1-Protein;Name=AT1G03220.1;Derives_from=AT1G03220.1"	AT1G03220.1
Chr1	790110	791414	+	"ID=AT1G03230.1-Protein;Name=AT1G03230.1;Derives_from=AT1G03230.1"	AT1G03230.1
Chr1	792418	792838	-	"ID=AT1G03240.1-Protein;Name=AT1G03240.1;Derives_from=AT1G03240.1"	AT1G03240.1
Chr1	793576	795159	-	"ID=AT1G03250.1-Protein;Name=AT1G03250.1;Derives_from=AT1G03250.1"	AT1G03250.1
Chr1	793576	795159	-	"ID=AT1G03250.2-Protein;Name=AT1G03250.2;Derives_from=AT1G03250.2"	AT1G03250.2
Chr1	795678	798102	-	"ID=AT1G03260.1-Protein;Name=AT1G03260.1;Derives_from=AT1G03260.1"	AT1G03260.1
Chr1	799191	802436	+	"ID=AT1G03270.1-Protein;Name=AT1G03270.1;Derives_from=AT1G03270.1"	AT1G03270.1
Chr1	803635	806758	+	"ID=AT1G03280.1-Protein;Name=AT1G03280.1;Derives_from=AT1G03280.1"	AT1G03280.1
Chr1	807970	810680	+	"ID=AT1G03290.1-Protein;Name=AT1G03290.1;Derives_from=AT1G03290.1"	AT1G03290.1
Chr1	807970	810680	+	"ID=AT1G03290.2-Protein;Name=AT1G03290.2;Derives_from=AT1G03290.2"	AT1G03290.2
Chr1	811033	813086	-	"ID=AT1G03300.1-Protein;Name=AT1G03300.1;Derives_from=AT1G03300.1"	AT1G03300.1
Chr1	813975	816623	+	"ID=AT1G03310.1-Protein;Name=AT1G03310.1;Derives_from=AT1G03310.1"	AT1G03310.1
Chr1	813975	816623	+	"ID=AT1G03310.2-Protein;Name=AT1G03310.2;Derives_from=AT1G03310.2"	AT1G03310.2
Chr1	817027	817767	+	"ID=AT1G03320.1-Protein;Name=AT1G03320.1;Derives_from=AT1G03320.1"	AT1G03320.1
Chr1	818161	819297	-	"ID=AT1G03330.1-Protein;Name=AT1G03330.1;Derives_from=AT1G03330.1"	AT1G03330.1
Chr1	819712	821227	+	"ID=AT1G03340.1-Protein;Name=AT1G03340.1;Derives_from=AT1G03340.1"	AT1G03340.1
Chr1	822834	824246	-	"ID=AT1G03350.1-Protein;Name=AT1G03350.1;Derives_from=AT1G03350.1"	AT1G03350.1
Chr1	824653	826179	+	"ID=AT1G03360.1-Protein;Name=AT1G03360.1;Derives_from=AT1G03360.1"	AT1G03360.1
Chr1	827182	830191	+	"ID=AT1G03365.1-Protein;Name=AT1G03365.1;Derives_from=AT1G03365.1"	AT1G03365.1
Chr1	830968	834996	+	"ID=AT1G03370.1-Protein;Name=AT1G03370.1;Derives_from=AT1G03370.1"	AT1G03370.1
Chr1	836155	840362	+	"ID=AT1G03380.1-Protein;Name=AT1G03380.1;Derives_from=AT1G03380.1"	AT1G03380.1
Chr1	841033	842418	-	"ID=AT1G03390.1-Protein;Name=AT1G03390.1;Derives_from=AT1G03390.1"	AT1G03390.1
Chr1	842895	844158	-	"ID=AT1G03400.1-Protein;Name=AT1G03400.1;Derives_from=AT1G03400.1"	AT1G03400.1
Chr1	844782	846574	-	"ID=AT1G03410.1-Protein;Name=AT1G03410.1;Derives_from=AT1G03410.1"	AT1G03410.1
Chr1	848159	849235	+	"ID=AT1G03430.1-Protein;Name=AT1G03430.1;Derives_from=AT1G03430.1"	AT1G03430.1
Chr1	852681	853874	+	"ID=AT1G03440.1-Protein;Name=AT1G03440.1;Derives_from=AT1G03440.1"	AT1G03440.1
Chr1	854653	859599	-	"ID=AT1G03445.1-Protein;Name=AT1G03445.1;Derives_from=AT1G03445.1"	AT1G03445.1
Chr1	861109	864019	-	"ID=AT1G03457.1-Protein;Name=AT1G03457.1;Derives_from=AT1G03457.1"	AT1G03457.1
Chr1	861109	864019	-	"ID=AT1G03457.2-Protein;Name=AT1G03457.2;Derives_from=AT1G03457.2"	AT1G03457.2
Chr1	866217	867493	-	"ID=AT1G03470.1-Protein;Name=AT1G03470.1;Derives_from=AT1G03470.1"	AT1G03470.1
Chr1	866217	867493	-	"ID=AT1G03470.2-Protein;Name=AT1G03470.2;Derives_from=AT1G03470.2"	AT1G03470.2
Chr1	869302	871175	-	"ID=AT1G03475.1-Protein;Name=AT1G03475.1;Derives_from=AT1G03475.1"	AT1G03475.1
Chr1	871874	872906	+	"ID=AT1G03490.1-Protein;Name=AT1G03490.1;Derives_from=AT1G03490.1"	AT1G03490.1
Chr1	873436	874832	+	"ID=AT1G03495.1-Protein;Name=AT1G03495.1;Derives_from=AT1G03495.1"	AT1G03495.1
Chr1	876258	877547	-	"ID=AT1G03510.1-Protein;Name=AT1G03510.1;Derives_from=AT1G03510.1"	AT1G03510.1
Chr1	877948	879553	-	"ID=AT1G03520.1-Protein;Name=AT1G03520.1;Derives_from=AT1G03520.1"	AT1G03520.1
Chr1	877948	879286	-	"ID=AT1G03520.2-Protein;Name=AT1G03520.2;Derives_from=AT1G03520.2"	AT1G03520.2
Chr1	880638	883338	-	"ID=AT1G03530.1-Protein;Name=AT1G03530.1;Derives_from=AT1G03530.1"	AT1G03530.1
Chr1	883782	885611	+	"ID=AT1G03540.1-Protein;Name=AT1G03540.1;Derives_from=AT1G03540.1"	AT1G03540.1
Chr1	885851	887778	-	"ID=AT1G03550.1-Protein;Name=AT1G03550.1;Derives_from=AT1G03550.1"	AT1G03550.1
Chr1	890428	892410	-	"ID=AT1G03560.1-Protein;Name=AT1G03560.1;Derives_from=AT1G03560.1"	AT1G03560.1
Chr1	894480	896257	-	"ID=AT1G03590.1-Protein;Name=AT1G03590.1;Derives_from=AT1G03590.1"	AT1G03590.1
Chr1	898916	899440	+	"ID=AT1G03600.1-Protein;Name=AT1G03600.1;Derives_from=AT1G03600.1"	AT1G03600.1
Chr1	901304	902672	+	"ID=AT1G03610.1-Protein;Name=AT1G03610.1;Derives_from=AT1G03610.1"	AT1G03610.1
Chr1	904319	906013	-	"ID=AT1G03620.1-Protein;Name=AT1G03620.1;Derives_from=AT1G03620.1"	AT1G03620.1
Chr1	907699	909245	+	"ID=AT1G03630.1-Protein;Name=AT1G03630.1;Derives_from=AT1G03630.1"	AT1G03630.1
Chr1	907699	909245	+	"ID=AT1G03630.2-Protein;Name=AT1G03630.2;Derives_from=AT1G03630.2"	AT1G03630.2
Chr1	910249	911103	-	"ID=AT1G03650.1-Protein;Name=AT1G03650.1;Derives_from=AT1G03650.1"	AT1G03650.1
Chr1	911436	911759	-	"ID=AT1G03660.1-Protein;Name=AT1G03660.1;Derives_from=AT1G03660.1"	AT1G03660.1
Chr1	914222	916222	-	"ID=AT1G03670.1-Protein;Name=AT1G03670.1;Derives_from=AT1G03670.1"	AT1G03670.1
Chr1	916990	917865	-	"ID=AT1G03680.1-Protein;Name=AT1G03680.1;Derives_from=AT1G03680.1"	AT1G03680.1
Chr1	918308	920306	+	"ID=AT1G03687.1-Protein;Name=AT1G03687.1;Derives_from=AT1G03687.1"	AT1G03687.1
Chr1	918308	919999	+	"ID=AT1G03687.2-Protein;Name=AT1G03687.2;Derives_from=AT1G03687.2"	AT1G03687.2
Chr1	921038	921844	+	"ID=AT1G03700.1-Protein;Name=AT1G03700.1;Derives_from=AT1G03700.1"	AT1G03700.1
Chr1	923492	924287	+	"ID=AT1G03710.1-Protein;Name=AT1G03710.1;Derives_from=AT1G03710.1"	AT1G03710.1
Chr1	923492	924287	+	"ID=AT1G03710.2-Protein;Name=AT1G03710.2;Derives_from=AT1G03710.2"	AT1G03710.2
Chr1	924996	926373	-	"ID=AT1G03720.1-Protein;Name=AT1G03720.1;Derives_from=AT1G03720.1"	AT1G03720.1
Chr1	931017	931520	-	"ID=AT1G03730.1-Protein;Name=AT1G03730.1;Derives_from=AT1G03730.1"	AT1G03730.1
Chr1	934055	936792	+	"ID=AT1G03740.1-Protein;Name=AT1G03740.1;Derives_from=AT1G03740.1"	AT1G03740.1
Chr1	934055	936581	+	"ID=AT1G03740.2-Protein;Name=AT1G03740.2;Derives_from=AT1G03740.2"	AT1G03740.2
Chr1	937920	941068	+	"ID=AT1G03750.1-Protein;Name=AT1G03750.1;Derives_from=AT1G03750.1"	AT1G03750.1
Chr1	941211	943320	-	"ID=AT1G03760.1-Protein;Name=AT1G03760.1;Derives_from=AT1G03760.1"	AT1G03760.1
Chr1	944772	947431	+	"ID=AT1G03770.1-Protein;Name=AT1G03770.1;Derives_from=AT1G03770.1"	AT1G03770.1
Chr1	944772	947431	+	"ID=AT1G03770.2-Protein;Name=AT1G03770.2;Derives_from=AT1G03770.2"	AT1G03770.2
Chr1	944772	947431	+	"ID=AT1G03770.3-Protein;Name=AT1G03770.3;Derives_from=AT1G03770.3"	AT1G03770.3
Chr1	948064	951696	-	"ID=AT1G03780.1-Protein;Name=AT1G03780.1;Derives_from=AT1G03780.1"	AT1G03780.1
Chr1	947785	951696	-	"ID=AT1G03780.2-Protein;Name=AT1G03780.2;Derives_from=AT1G03780.2"	AT1G03780.2
Chr1	947555	951696	-	"ID=AT1G03780.3-Protein;Name=AT1G03780.3;Derives_from=AT1G03780.3"	AT1G03780.3
Chr1	954589	955770	+	"ID=AT1G03790.1-Protein;Name=AT1G03790.1;Derives_from=AT1G03790.1"	AT1G03790.1
Chr1	957261	957998	-	"ID=AT1G03800.1-Protein;Name=AT1G03800.1;Derives_from=AT1G03800.1"	AT1G03800.1
Chr1	958759	959609	+	"ID=AT1G03810.1-Protein;Name=AT1G03810.1;Derives_from=AT1G03810.1"	AT1G03810.1
Chr1	960008	960676	-	"ID=AT1G03820.1-Protein;Name=AT1G03820.1;Derives_from=AT1G03820.1"	AT1G03820.1
Chr1	962128	966622	-	"ID=AT1G03830.1-Protein;Name=AT1G03830.1;Derives_from=AT1G03830.1"	AT1G03830.1
Chr1	962128	966622	-	"ID=AT1G03830.2-Protein;Name=AT1G03830.2;Derives_from=AT1G03830.2"	AT1G03830.2
Chr1	967596	970058	-	"ID=AT1G03840.1-Protein;Name=AT1G03840.1;Derives_from=AT1G03840.1"	AT1G03840.1
Chr1	967596	970058	-	"ID=AT1G03840.2-Protein;Name=AT1G03840.2;Derives_from=AT1G03840.2"	AT1G03840.2
Chr1	976428	977685	-	"ID=AT1G03850.1-Protein;Name=AT1G03850.1;Derives_from=AT1G03850.1"	AT1G03850.1
Chr1	977233	977685	-	"ID=AT1G03850.2-Protein;Name=AT1G03850.2;Derives_from=AT1G03850.2"	AT1G03850.2
Chr1	979611	981157	-	"ID=AT1G03860.1-Protein;Name=AT1G03860.1;Derives_from=AT1G03860.1"	AT1G03860.1
Chr1	979611	980870	-	"ID=AT1G03860.2-Protein;Name=AT1G03860.2;Derives_from=AT1G03860.2"	AT1G03860.2
Chr1	979611	981157	-	"ID=AT1G03860.3-Protein;Name=AT1G03860.3;Derives_from=AT1G03860.3"	AT1G03860.3
Chr1	982625	983368	-	"ID=AT1G03870.1-Protein;Name=AT1G03870.1;Derives_from=AT1G03870.1"	AT1G03870.1
Chr1	985786	987916	+	"ID=AT1G03880.1-Protein;Name=AT1G03880.1;Derives_from=AT1G03880.1"	AT1G03880.1
Chr1	989250	990908	+	"ID=AT1G03890.1-Protein;Name=AT1G03890.1;Derives_from=AT1G03890.1"	AT1G03890.1
Chr1	991252	992852	+	"ID=AT1G03900.1-Protein;Name=AT1G03900.1;Derives_from=AT1G03900.1"	AT1G03900.1
